oras,denumire,categorie,rating_general,nr_recenzii,pret_categorie,sezon,tip_calatorie,durata_minima,cuvinte_cheie
Iasi,Vila Sonet - Muzeul Mihai Codreanu,Cultural,4.2,2472,Mediu,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"""Mihai Codreanu"" Museum",Cultural,4.4,1833,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Biserica Sfântul Ștefan,Religion,4.5,1826,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,"Saint Sabbas Church, Iași",Religion,4.1,2141,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Betania,Religion,4.3,469,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Sf. Nicolae - Ciurchi,Religion,4.0,1158,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Casa Memorială „Mihai Codreanu”,Museums,3.7,2127,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Iasi,Biserica Nașterea Domnului,Religion,3.7,2123,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Biserica Sfinții Atanasie și Ciril,Religion,3.6,1117,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,"Saint Lazarus Church, Iași",Religion,4.1,747,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Bustul Sergiu Celibidache,Historic,4.6,135,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Filarmonica Moldova,Theatres and entertainments,4.7,2849,Mediu,Oricând,City Break,1,"['teatru', 'spectacol', 'muzică', 'dans', 'entertainment', 'divertisment', 'cultură']"
Iasi,Teatrul Luceafărul,Cultural,4.1,2011,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Uzina cu teatru,Cultural,4.0,602,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Alecu Balș house in Iași,Historic architecture,3.9,1072,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Iasi,Vasile Alecsandri National Theatre Iași,Cultural,3.9,1039,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"Saint John the Baptist Church, Iași",Religion,5.0,1290,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,"Romanian National Opera, Iași",Cultural,4.8,2199,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Statuia Miron Costin,Historic,4.5,2949,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Grigore T. Popa University of Medicine and Pharmacy,Architecture,4.9,1940,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Iasi,Teatrul Cub,Cultural,3.5,2546,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,Museum of Natural History from Iași,Science museums,4.3,486,Mic,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Iasi,Natural History Museum of Iaşi,Museums,4.3,653,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Iasi,Flacăra eternă a eroilor,Historic,4.2,1654,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Monumentul Unirii,Historic,4.1,1261,Mic,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Statuia Vasile Alecsandri,Historic,3.6,1900,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Iasi,Monument Teatrul Evreiesc,Cultural,4.7,944,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Iasi,"Saint Charalambos Church, Iași",Religion,3.7,991,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Iasi,Mănăstirea Sfântul Ilie din Iași,Religion,3.7,1599,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Obelisc Monumentul Eroilor,Historic,4.9,2075,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Constanta,Marius Butunoiu,Historic,4.4,1465,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Constanta,Biserica Sfânta Treime,Religion,4.2,1587,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Statuia lui Andrei Șaguna,Cultural,4.0,2306,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Sala Regatului a Martorilor lui Iehova,Religion,4.7,1675,Mediu,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Biserica Ortodoxă „Sf. Împărați Constantin și Elena”,Religion,4.0,1594,Mediu,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Biserica Sfântul Nicolae,Religion,4.7,2585,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Cimitirul Central Constanța,Cemeteries,4.7,358,Mediu,Cald,Circuit,5,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Constanta,Hanul Balcan,Architecture,4.6,1410,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Constanța,Settlements,4.8,1436,Mic,Cald,Relaxare,2,"['așezare', 'comunitate', 'village', 'oraș', 'istorie', 'cultura locală']"
Constanta,Cinema City,Cinemas,4.3,451,Mediu,Oricând,Circuit,5,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Constanta,Cityplex,Cinemas,4.1,2320,Mediu,Cald,Circuit,5,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Constanta,Biserica Adventistă de ziua a șaptea,Religion,4.2,2921,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Cinema Republica,Cinemas,4.6,2595,Mic,Oricând,Circuit,5,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Constanta,"Dormition of the Theotokos Church, Constanța",Religion,4.9,2449,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Biserica Ortodoxă „Sfinții Arhangheli Mihail și Gavriil”,Religion,3.6,2523,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Casa „Ion Bănescu”,Architecture,4.0,1705,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Cimitirul Israelit,Cemeteries,4.0,309,Mediu,Cald,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Constanta,Dumbrava Roșie,Religion,4.1,62,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,The Disc Thrower,Cultural,4.0,1585,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Centrul Creștin Casa Olarului,Religion,3.7,316,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Youth,Cultural,4.8,1794,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,State Theatre Constanța,Cultural,4.1,569,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Faun și nimfă,Cultural,4.8,2039,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Cimitir Musulman,Cemeteries,4.9,281,Mediu,Rece,Circuit,5,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Constanta,Fântâna Cinetică,Fountains,4.7,651,Mic,Rece,Circuit,5,"['fântână', 'apă', 'fontană', 'loc de relaxare', 'jocuri de apă']"
Constanta,Ecstasy,Cultural,4.0,444,Mic,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,"Parohia Ortodoxa ""Buna Vestire""",Religion,4.9,1943,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Museum of the Romanian Navy,Cultural,4.5,1725,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Arenele Tomis,Cultural,3.5,2449,Mic,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,National Opera and Ballet Theatre Oleg Danovski,Cultural,4.8,2806,Mediu,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Vapor Gară,Cultural,4.0,2243,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Archeological Park,Settlements,4.8,507,Mic,Oricând,Relaxare,2,"['așezare', 'comunitate', 'village', 'oraș', 'istorie', 'cultura locală']"
Constanta,Monumentul Victoriei,Historic,4.8,1584,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Constanta,"Biserica ""Sfântul Ștefan""",Religion,4.7,2733,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Art Museum,Cultural,4.9,1759,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Locomotive,Cultural,3.9,1421,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Geamia Hunkia,Religion,3.6,358,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Vila Constantinidi,Architecture,4.9,834,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Biserica Ortodoxă „Sfântul Ierarh Spiridon”,Religion,4.9,2711,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Painted tomb,Historic,4.2,1469,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Constanta,Zip line,Other,4.3,1361,Mediu,Rece,Relaxare,2,"['diverse', 'locație', 'interesant', 'explorare', 'necategorizat', 'activități diverse']"
Constanta,Hotel Carol,Architecture,4.2,594,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Museum of the Romanian Democratic Union of Turkish-Muslim Tartars,Cultural,4.9,323,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,"Biserica ""Adormirea Maicii Domnului"" II",Religion,4.3,284,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Biserica Ortodoxă „Sfântul Gheorghe”,Religion,3.5,719,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Tomis amphitheatre,Architecture,3.9,64,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Statuia Lupoaicei,Historic,4.1,2618,Mic,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Constanta,Cimitirul Musulman,Cemeteries,4.7,2826,Mediu,Cald,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Constanta,Fântâna Dragonului,Fountains,4.3,1397,Mediu,Oricând,City Break,1,"['fântână', 'apă', 'fontană', 'loc de relaxare', 'jocuri de apă']"
Constanta,Folk Art Museum,Cultural,3.6,2191,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Geamia Hunchiar,Religion,4.4,1555,Mediu,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Modern Beach,Natural,4.3,163,Mediu,Cald,Circuit,5,"['natură', 'conservare', 'peisaj natural', 'faună', 'floră']"
Constanta,Geamia Kumluk,Religion,3.9,2367,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Biserica Intrarea în Biserica a Maicii Domnului,Religion,3.6,1382,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Church of the transfiguration of Jesus Christ in Constanța,Religion,4.3,1831,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Mihai Eminescu National College,Architecture,4.7,569,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Cimitirul Anadalchioi,Cemeteries,4.7,919,Mediu,Cald,City Break,1,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Constanta,Teatrul pentru Copii și Tineret „Căluțul de Mare”,Cultural,3.6,2615,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Biserica Sfânta Cruce,Religion,4.7,1081,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,"Biserica ""Sfântul Vasile cel Mare""",Religion,4.6,2849,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Fântâna Dacia,Fountains,4.3,885,Mediu,Oricând,City Break,1,"['fântână', 'apă', 'fontană', 'loc de relaxare', 'jocuri de apă']"
Constanta,Great Synagogue,Religion,4.5,2749,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Constanta II Modern,Beaches,3.8,273,Mic,Cald,Relaxare,2,"['plajă', 'soare', 'vacanță', 'relaxare', 'mare', 'ocean', 'nisip']"
Constanta,Biserica Sfântul Cuvios Antonie cel Mare,Religion,4.7,2613,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Vila Șuțu,Architecture,4.6,1275,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Biserica Armenească „Sfânta Maria”,Religion,3.6,1132,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,National History and Archaeology Museum,Cultural,4.5,2372,Mediu,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Biserica Sfântul Ioan Botezătorul,Religion,4.4,175,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,The Statue of Ovidius,Historic,3.8,2184,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Constanta,Roman building with Mosaic,Museums,3.7,433,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Constanta,Roman Agora Museum,Architecture,3.7,1334,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Tomoi,Settlements,4.6,739,Mic,Cald,Relaxare,2,"['așezare', 'comunitate', 'village', 'oraș', 'istorie', 'cultura locală']"
Constanta,Biserica Catolică „Sf. Pius din Pietrelcina”,Religion,4.8,2514,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Casa cu Lei,Architecture,3.9,2013,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Constanța Catholic Basilica,Religion,4.7,2252,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,The Mosque of Constanta,Historic,3.6,1971,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Constanta,Carol I Mosque,Religion,4.5,2454,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Constanta,Amfiteatru,Cultural,3.8,2208,Mediu,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Constanta,Gara Maritimă,Architecture,3.9,811,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Constanta,Roman Baths,Historic,4.5,1357,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Brasov,Arteziană,Fountains,3.6,2473,Mic,Rece,City Break,1,"['fântână', 'apă', 'fontană', 'loc de relaxare', 'jocuri de apă']"
Brasov,"Capela Militară Ortodoxă ""Sf. Gheorghe""",Religion,4.3,2359,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Filarmonica Brașov,Cultural,4.2,2141,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,St. George church in Brașov,Religion,4.9,1720,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Saxon Lutheran church in Brașov,Religion,3.8,1269,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Intrare tunel,Geological formations,4.0,2366,Mic,Oricând,City Break,1,"['forme geologice', 'munte', 'caverne', 'peșteri']"
Brasov,Battle of Braşov,Battlefields,4.9,1697,Mediu,Rece,City Break,1,"['câmp de bătălie', 'istorie militară', 'război']"
Brasov,Biserica Adventistă de ziua a șaptea,Religion,4.2,404,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Biserica de lemn,Religion,4.1,1539,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Andrei Mureșanu,Cultural,4.4,2011,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Sică Alexandrescu Theatre,Cultural,3.5,2706,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Sala Regatului,Religion,4.7,1650,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Monumentul luptătorilor anticomuniști,Historic,3.7,2298,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Brasov,Chapel of former Catholic cemetery,Religion,3.7,447,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Hungarian Lutheran church in Brașov,Religion,3.8,2028,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Unitarian church in Brașov,Religion,4.6,2161,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Cimitirul Eroilor,Cemeteries,3.8,2766,Mediu,Rece,City Break,1,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Brasov,Biserica Baptistă Maghiară,Religion,4.1,1240,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Troiță,Historic,4.1,961,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Brasov,La cariera,Gardens and parks,3.9,753,Gratuit,Oricând,Relaxare,2,"['grădina', 'parc', 'natură', 'relaxare', 'plimbare']"
Brasov,Justice Palace in Brașov,Palaces,3.5,2229,Mic,Oricând,Circuit,5,"['palat', 'monarhie', 'regal', 'eleganță', 'lux']"
Brasov,Brașov Central Post Office,Historic architecture,5.0,2095,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Brasov,Black Street's gate in Brașov,Fortifications,4.9,953,Mediu,Cald,City Break,1,"['fortificație', 'castel', 'cetate']"
Brasov,Roman Catholic parish church,Religion,5.0,1879,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Biserica Preasfântă Inimă a lui Iisus,Religion,3.8,2465,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Reménység Háza Calvinist church in Brașov,Religion,4.3,2692,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,"Busturi Horia, Cloșca și Crișan",Cultural,3.8,2005,Mic,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Lupa Capitolina,Cultural,5.0,2082,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Drapers' Bastion,Fortifications,4.8,789,Mic,Cald,Circuit,5,"['fortificație', 'castel', 'cetate']"
Brasov,Biserica Sfântul Apostol Toma,Religion,4.1,2997,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Porții gate in Brașov,Fortifications,4.8,1163,Mic,Rece,City Break,1,"['fortificație', 'castel', 'cetate']"
Brasov,Statuie Nicolae Titulescu,Cultural,4.1,1362,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Art Museum,Cultural,4.0,71,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Sphinx,Cultural,4.7,2645,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Parcul Nicolae Titulescu,Gardens and parks,4.1,2507,Gratuit,Cald,Relaxare,2,"['grădina', 'parc', 'natură', 'relaxare', 'plimbare']"
Brasov,1987 Revolution memorial,Historic,3.8,702,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Brasov,Biserica Pentecostala,Religion,3.6,471,Mic,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Yitzhak Rabin,Cultural,4.2,2917,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Ethnographic Museum,Cultural,5.0,145,Mic,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Fantana Trandafirilor,Fountains,3.5,901,Mediu,Oricând,City Break,1,"['fântână', 'apă', 'fontană', 'loc de relaxare', 'jocuri de apă']"
Brasov,Cetățuia Brașovului,Fortifications,3.6,801,Mic,Oricând,City Break,1,"['fortificație', 'castel', 'cetate']"
Brasov,Cinemateca Patria,Cinemas,4.1,2652,Mediu,Rece,Circuit,5,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Brasov,Cincinat Pavelescu,Cultural,3.8,951,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Brașov Fortress,Fortifications,4.3,2983,Mic,Rece,Circuit,5,"['fortificație', 'castel', 'cetate']"
Brasov,Ștefan Octavian Iosif,Cultural,4.0,2768,Mic,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Birthplace of Johannes Honter,Historic architecture,4.1,1584,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Brasov,Annunciation church in Brașov,Religion,3.5,2442,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,"Biserica Greco-Catolică ""Sfântul Petru""",Religion,4.4,1259,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Cinematograful Modern,Cinemas,4.2,1355,Mediu,Cald,Relaxare,2,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Brasov,Graffiti Street Art,Cultural,4.7,2229,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,"Franciscan Church, Brașov",Religion,4.9,1753,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Sfântul Ioan street,Religion,4.4,1322,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Brașov Lutheran cemetery,Cemeteries,4.8,2383,Mediu,Oricând,City Break,1,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Brasov,Újvárosi református templom,Religion,4.8,2733,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,"Jekelius house, Brașov",Historic architecture,4.8,1212,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Brasov,Hanul Roșu,Historic architecture,4.4,1296,Mediu,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Brasov,Vămii gate in Brașov,Fortifications,4.1,400,Mic,Cald,Relaxare,2,"['fortificație', 'castel', 'cetate']"
Brasov,Cinematograful Astra,Cinemas,4.2,2123,Mic,Rece,City Break,1,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Brasov,Fântâna Rudolf,Fountains,4.5,1028,Mediu,Cald,Relaxare,2,"['fântână', 'apă', 'fontană', 'loc de relaxare', 'jocuri de apă']"
Brasov,Transilvania University rectorate,Historic architecture,4.1,2453,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
