nume locatie,oras,rating general,numar de recenzii,categorie,popularitate,sezon recomandat,longitudine,latitudine,pret estimativ,tip calatorie,cuvinte cheie
"Saint Lazarus Church, Iași",Iași,4.9,487,Religion,2,Oricând,27.591352462768555,47.158653259277344,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Bustul Sergiu Celibidache,Iași,4.7,2124,Historic,1,Oricând,27.5855770111084,47.16422653198242,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Filarmonica Moldova,Iași,4.9,2270,Theatres and entertainments,1,Oricând,27.585350036621094,47.16437530517578,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teatrul Luceafărul,Iași,4.3,2489,Cultural,3,Oricând,27.589942932128906,47.158931732177734,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Uzina cu teatru,Iași,4.7,834,Cultural,3,Oricând,27.585880279541016,47.1628303527832,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Alecu Balș house in Iași,Iași,4.3,1605,Historic architecture,2,Oricând,27.58504867553711,47.16436767578125,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Vasile Alecsandri National Theatre Iași,Iași,4.4,1691,Cultural,2,Oricând,27.585420608520508,47.16344451904297,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Saint John the Baptist Church, Iași",Iași,3.5,616,Religion,2,Oricând,27.584810256958008,47.16522979736328,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Romanian National Opera, Iași",Iași,4.3,2004,Cultural,1,Oricând,27.585296630859375,47.16364288330078,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuia Miron Costin,Iași,3.9,1216,Historic,2,Oricând,27.584779739379883,47.164207458496094,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Grigore T. Popa University of Medicine and Pharmacy,Iași,4.5,1394,Architecture,1,Oricând,27.584449768066406,47.16836929321289,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teatrul Cub,Iași,4.1,1455,Cultural,1,Oricând,27.584806442260742,47.163780212402344,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Museum of Natural History from Iași,Iași,3.9,2802,Science museums,1,Oricând,27.58412742614746,47.16683578491211,Mediu,Cultural,"['muzeu', 'cultură', 'istorie', 'artă']"
Natural History Museum of Iaşi,Iași,4.0,1913,Museums,2,Oricând,27.583965301513672,47.166839599609375,Mediu,Cultural,"['muzeu', 'cultură', 'istorie', 'artă']"
Flacăra eternă a eroilor,Iași,4.6,2276,Historic,2,Oricând,27.583818435668945,47.167354583740234,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Monumentul Unirii,Iași,4.9,1440,Historic,3,Oricând,27.583818435668945,47.167518615722656,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Statuia Vasile Alecsandri,Iași,3.9,1920,Historic,1,Oricând,27.58465003967285,47.16307067871094,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Monument Teatrul Evreiesc,Iași,4.3,894,Cultural,3,Oricând,27.584735870361328,47.16262435913086,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Saint Charalambos Church, Iași",Iași,4.6,817,Religion,3,Oricând,27.584556579589844,47.171329498291016,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mănăstirea Sfântul Ilie din Iași,Iași,4.3,122,Religion,2,Oricând,27.58310890197754,47.16597366333008,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Obelisc Monumentul Eroilor,Constanța,4.2,788,Historic,2,Oricând,28.634960174560547,44.18156051635742,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Marius Butunoiu,Constanța,3.6,2598,Historic,1,Oricând,28.6351375579834,44.1815071105957,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Sfânta Treime,Constanța,4.1,371,Religion,1,Oricând,28.63401985168457,44.182125091552734,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuia lui Andrei Șaguna,Constanța,4.6,1572,Cultural,1,Oricând,28.635194778442383,44.183570861816406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Sala Regatului a Martorilor lui Iehova,Constanța,4.1,916,Religion,2,Oricând,28.631067276000977,44.17816162109375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Ortodoxă „Sf. Împărați Constantin și Elena”,Constanța,4.7,739,Religion,2,Oricând,28.63930892944336,44.18205642700195,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Nicolae,Constanța,3.9,2320,Religion,3,Oricând,28.62761878967285,44.18540954589844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitirul Central Constanța,Constanța,4.9,2708,Cemeteries,2,Oricând,28.627744674682617,44.175819396972656,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Hanul Balcan,Constanța,3.6,2126,Architecture,1,Oricând,28.641769409179688,44.17543029785156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Constanța,Constanța,3.6,127,Settlements,2,Oricând,28.638334274291992,44.17333221435547,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cinema City,Constanța,3.6,523,Cinemas,3,Oricând,28.63833236694336,44.17333221435547,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cityplex,Constanța,4.3,643,Cinemas,2,Oricând,28.63833236694336,44.17333221435547,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Adventistă de ziua a șaptea,Constanța,4.6,1021,Religion,1,Oricând,28.624361038208008,44.176902770996094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cinema Republica,Constanța,4.8,1689,Cinemas,1,Oricând,28.642988204956055,44.17416763305664,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Dormition of the Theotokos Church, Constanța",Constanța,3.6,1637,Religion,3,Oricând,28.647441864013672,44.17924118041992,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Ortodoxă „Sfinții Arhangheli Mihail și Gavriil”,Constanța,4.9,2932,Religion,3,Oricând,28.64313316345215,44.18806076049805,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa „Ion Bănescu”,Constanța,3.6,862,Architecture,3,Oricând,28.64765739440918,44.18305587768555,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitirul Israelit,Constanța,4.3,279,Cemeteries,2,Oricând,28.625160217285156,44.173179626464844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Dumbrava Roșie,Constanța,4.6,735,Religion,2,Oricând,28.64481544494629,44.1873779296875,Mic,City Break,"['turism', 'călătorie', 'explorare']"
The Disc Thrower,Constanța,3.6,2454,Cultural,3,Oricând,28.64899253845215,44.182106018066406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Centrul Creștin Casa Olarului,Constanța,4.5,2794,Religion,3,Oricând,28.649396896362305,44.18052673339844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Youth,Constanța,4.4,732,Cultural,3,Oricând,28.649600982666016,44.181556701660156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
State Theatre Constanța,Constanța,4.2,1558,Cultural,2,Oricând,28.64858627319336,44.176658630371094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Faun și nimfă,Constanța,3.6,2325,Cultural,1,Oricând,28.649972915649414,44.181278228759766,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitir Musulman,Constanța,3.8,1282,Cemeteries,2,Oricând,28.621675491333008,44.17384719848633,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Fântâna Cinetică,Constanța,4.4,365,Fountains,1,Oricând,28.636011123657227,44.16936492919922,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ecstasy,Constanța,4.4,2863,Cultural,2,Oricând,28.650304794311523,44.18100357055664,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Parohia Ortodoxa ""Buna Vestire""",Constanța,4.1,1879,Religion,2,Oricând,28.622529983520508,44.188594818115234,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Museum of the Romanian Navy,Constanța,4.2,440,Cultural,2,Oricând,28.648134231567383,44.17474365234375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Arenele Tomis,Constanța,3.8,2906,Cultural,2,Oricând,28.649696350097656,44.1768684387207,Mic,City Break,"['turism', 'călătorie', 'explorare']"
National Opera and Ballet Theatre Oleg Danovski,Constanța,3.6,249,Cultural,1,Oricând,28.65058135986328,44.181644439697266,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Vapor Gară,Constanța,4.1,160,Cultural,3,Oricând,28.633350372314453,44.16881561279297,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Archeological Park,Constanța,4.9,1294,Settlements,2,Oricând,28.650634765625,44.17742156982422,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Monumentul Victoriei,Constanța,3.6,2377,Historic,1,Oricând,28.65043067932129,44.176265716552734,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
"Biserica ""Sfântul Ștefan""",Constanța,3.8,358,Religion,1,Oricând,28.63556480407715,44.16835021972656,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Art Museum,Constanța,4.3,1698,Cultural,2,Oricând,28.65176010131836,44.17904281616211,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Locomotive,Constanța,3.6,799,Cultural,3,Oricând,28.6323184967041,44.168094635009766,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Geamia Hunkia,Constanța,4.1,823,Religion,2,Oricând,28.634897232055664,44.1934928894043,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Vila Constantinidi,Constanța,3.9,2137,Architecture,1,Oricând,28.652334213256836,44.17955017089844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Ortodoxă „Sfântul Ierarh Spiridon”,Constanța,4.7,800,Religion,2,Oricând,28.61662483215332,44.17716598510742,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Painted tomb,Constanța,5.0,523,Historic,3,Oricând,28.652711868286133,44.181243896484375,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Zip line,Constanța,4.4,1563,Other,2,Oricând,28.652929306030273,44.18156814575195,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Hotel Carol,Constanța,4.8,1154,Architecture,3,Oricând,28.652820587158203,44.178871154785156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Museum of the Romanian Democratic Union of Turkish-Muslim Tartars,Constanța,3.5,2898,Cultural,1,Oricând,28.630741119384766,44.1942253112793,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Biserica ""Adormirea Maicii Domnului"" II",Constanța,4.9,1149,Religion,2,Oricând,28.63624382019043,44.194664001464844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Ortodoxă „Sfântul Gheorghe”,Constanța,4.8,2059,Religion,2,Oricând,28.648571014404297,44.19036865234375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Tomis amphitheatre,Constanța,4.6,2855,Architecture,2,Oricând,28.65399932861328,44.178001403808594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuia Lupoaicei,Constanța,3.8,313,Historic,3,Oricând,28.65398406982422,44.17624282836914,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Cimitirul Musulman,Constanța,4.3,2802,Cemeteries,1,Oricând,28.625465393066406,44.19465637207031,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Fântâna Dragonului,Constanța,3.6,2372,Fountains,1,Oricând,28.639421463012695,44.19559860229492,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Folk Art Museum,Constanța,4.7,1134,Cultural,1,Oricând,28.6549072265625,44.176353454589844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Geamia Hunchiar,Constanța,4.9,1062,Religion,1,Oricând,28.655010223388672,44.1756477355957,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Modern Beach,Constanța,4.9,1783,Natural,3,Oricând,28.656230926513672,44.18057632446289,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Geamia Kumluk,Constanța,4.3,1314,Religion,1,Oricând,28.64562225341797,44.194366455078125,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Intrarea în Biserica a Maicii Domnului,Constanța,3.8,849,Religion,2,Oricând,28.612464904785156,44.18344497680664,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Church of the transfiguration of Jesus Christ in Constanța,Constanța,4.5,2069,Religion,3,Oricând,28.656234741210938,44.17710876464844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Mihai Eminescu National College,Constanța,3.7,2903,Architecture,3,Oricând,28.655302047729492,44.17474365234375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitirul Anadalchioi,Constanța,4.1,82,Cemeteries,3,Oricând,28.625452041625977,44.19575119018555,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teatrul pentru Copii și Tineret „Căluțul de Mare”,Constanța,3.7,1685,Cultural,2,Oricând,28.656574249267578,44.17715072631836,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfânta Cruce,Constanța,3.7,958,Religion,1,Oricând,28.6129093170166,44.18700408935547,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Biserica ""Sfântul Vasile cel Mare""",Constanța,4.3,719,Religion,3,Oricând,28.611614227294922,44.17610168457031,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Fântâna Dacia,Constanța,4.2,1965,Fountains,1,Oricând,28.631208419799805,44.197776794433594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Great Synagogue,Constanța,4.0,1372,Religion,1,Oricând,28.65670394897461,44.17449188232422,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Constanta II Modern,Constanța,3.6,1283,Beaches,2,Cald,28.658599853515625,44.17940139770508,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Cuvios Antonie cel Mare,Constanța,3.6,2881,Religion,2,Oricând,28.622756958007812,44.19651412963867,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Vila Șuțu,Constanța,4.6,1999,Architecture,1,Oricând,28.658632278442383,44.17689895629883,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Armenească „Sfânta Maria”,Constanța,4.4,2716,Religion,2,Oricând,28.658723831176758,44.17642593383789,Mic,City Break,"['turism', 'călătorie', 'explorare']"
National History and Archaeology Museum,Constanța,3.6,2159,Cultural,2,Oricând,28.65808868408203,44.17375564575195,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Ioan Botezătorul,Constanța,3.8,1774,Religion,1,Oricând,28.611976623535156,44.17147445678711,Mic,City Break,"['turism', 'călătorie', 'explorare']"
The Statue of Ovidius,Constanța,3.7,1294,Historic,1,Oricând,28.658447265625,44.17414474487305,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Roman building with Mosaic,Constanța,4.6,218,Museums,2,Oricând,28.658367156982422,44.17316818237305,Mediu,Cultural,"['muzeu', 'cultură', 'istorie', 'artă']"
Roman Agora Museum,Constanța,4.8,110,Architecture,3,Oricând,28.658340454101562,44.17308807373047,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Tomoi,Constanța,4.5,320,Settlements,2,Oricând,28.658475875854492,44.17287826538086,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Catolică „Sf. Pius din Pietrelcina”,Constanța,4.0,1913,Religion,1,Oricând,28.63047981262207,44.199554443359375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Casa cu Lei,Constanța,4.0,2658,Architecture,3,Oricând,28.659137725830078,44.17280960083008,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Constanța Catholic Basilica,Constanța,4.5,2843,Religion,1,Oricând,28.658767700195312,44.172115325927734,Mic,City Break,"['turism', 'călătorie', 'explorare']"
The Mosque of Constanta,Constanța,4.8,1072,Historic,2,Oricând,28.659656524658203,44.17341232299805,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Carol I Mosque,Constanța,3.8,2307,Religion,1,Oricând,28.659704208374023,44.17331314086914,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Amfiteatru,Constanța,3.7,1360,Cultural,1,Oricând,28.637914657592773,44.20035934448242,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Gara Maritimă,Constanța,3.9,1497,Architecture,3,Oricând,28.65763282775879,44.16999816894531,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Roman Baths,Constanța,4.7,699,Historic,3,Oricând,28.65909767150879,44.1717414855957,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Arteziană,Brașov,3.6,2353,Fountains,2,Oricând,25.60454559326172,45.6480598449707,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Capela Militară Ortodoxă ""Sf. Gheorghe""",Brașov,4.7,1634,Religion,3,Oricând,25.608041763305664,45.648414611816406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Filarmonica Brașov,Brașov,3.6,298,Cultural,2,Oricând,25.60418128967285,45.64754867553711,Mic,City Break,"['turism', 'călătorie', 'explorare']"
St. George church in Brașov,Brașov,3.8,830,Religion,1,Oricând,25.602874755859375,45.647850036621094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Saxon Lutheran church in Brașov,Brașov,3.9,2128,Religion,2,Oricând,25.60059928894043,45.64979934692383,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Intrare tunel,Brașov,4.4,2514,Geological formations,2,Oricând,25.61200714111328,45.64763259887695,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Battle of Braşov,Brașov,4.3,1904,Battlefields,2,Oricând,25.600000381469727,45.650001525878906,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Adventistă de ziua a șaptea,Brașov,4.6,1670,Religion,3,Oricând,25.599822998046875,45.65116882324219,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica de lemn,Brașov,3.9,1061,Religion,3,Oricând,25.612401962280273,45.65208053588867,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Andrei Mureșanu,Brașov,4.5,439,Cultural,1,Oricând,25.599048614501953,45.64583969116211,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Sică Alexandrescu Theatre,Brașov,4.2,1167,Cultural,1,Oricând,25.598604202270508,45.64579772949219,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Sala Regatului,Brașov,4.2,2161,Religion,3,Oricând,25.597537994384766,45.6479606628418,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Monumentul luptătorilor anticomuniști,Brașov,3.9,1218,Historic,3,Oricând,25.59872055053711,45.64529037475586,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Chapel of former Catholic cemetery,Brașov,3.7,1125,Religion,3,Oricând,25.597749710083008,45.64583969116211,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Hungarian Lutheran church in Brașov,Brașov,4.2,2280,Religion,2,Oricând,25.596542358398438,45.646060943603516,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Unitarian church in Brașov,Brașov,5.0,2059,Religion,1,Oricând,25.5964412689209,45.651023864746094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cimitirul Eroilor,Brașov,4.4,312,Cemeteries,2,Oricând,25.596527099609375,45.64564514160156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Baptistă Maghiară,Brașov,3.7,2785,Religion,3,Oricând,25.615083694458008,45.6527099609375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Troiță,Brașov,4.9,722,Historic,2,Oricând,25.596370697021484,45.6455078125,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
La cariera,Brașov,3.9,946,Gardens and parks,1,Oricând,25.61109733581543,45.64191436767578,Gratuit,City Break,"['turism', 'călătorie', 'explorare']"
Justice Palace in Brașov,Brașov,4.4,809,Palaces,3,Oricând,25.596599578857422,45.644500732421875,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Brașov Central Post Office,Brașov,3.9,232,Historic architecture,2,Oricând,25.595500946044922,45.645599365234375,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Black Street's gate in Brașov,Brașov,4.2,1003,Fortifications,3,Oricând,25.59709930419922,45.64360046386719,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Roman Catholic parish church,Brașov,4.2,1583,Religion,2,Oricând,25.617229461669922,45.65127182006836,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Preasfântă Inimă a lui Iisus,Brașov,4.8,1523,Religion,2,Oricând,25.617250442504883,45.65131378173828,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Reménység Háza Calvinist church in Brașov,Brașov,4.9,939,Religion,1,Oricând,25.6065673828125,45.65696334838867,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Busturi Horia, Cloșca și Crișan",Brașov,3.9,1205,Cultural,2,Oricând,25.599897384643555,45.65574645996094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Lupa Capitolina,Brașov,4.3,2901,Cultural,2,Oricând,25.594667434692383,45.645355224609375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Drapers' Bastion,Brașov,4.0,1438,Fortifications,3,Oricând,25.597644805908203,45.64221954345703,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfântul Apostol Toma,Brașov,5.0,2828,Religion,1,Oricând,25.608718872070312,45.64004135131836,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Porții gate in Brașov,Brașov,4.2,298,Fortifications,1,Oricând,25.59502601623535,45.64451599121094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Statuie Nicolae Titulescu,Brașov,3.7,165,Cultural,3,Oricând,25.59382438659668,45.64590835571289,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Art Museum,Brașov,3.9,2485,Cultural,1,Oricând,25.593788146972656,45.64500427246094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Sphinx,Brașov,3.5,1535,Cultural,3,Oricând,25.61945915222168,45.647708892822266,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Parcul Nicolae Titulescu,Brașov,3.9,2768,Gardens and parks,3,Oricând,25.59321403503418,45.64594650268555,Gratuit,City Break,"['turism', 'călătorie', 'explorare']"
1987 Revolution memorial,Brașov,3.5,1494,Historic,3,Oricând,25.61957550048828,45.647525787353516,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Biserica Pentecostala,Brașov,5.0,2202,Religion,1,Oricând,25.618940353393555,45.65187454223633,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Yitzhak Rabin,Brașov,4.6,1375,Cultural,2,Oricând,25.61469841003418,45.641197204589844,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ethnographic Museum,Brașov,4.2,134,Cultural,2,Oricând,25.59343910217285,45.64507293701172,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Fantana Trandafirilor,Brașov,3.8,2008,Fountains,1,Oricând,25.61388397216797,45.64070129394531,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cetățuia Brașovului,Brașov,4.0,1132,Fortifications,2,Oricând,25.592031478881836,45.6492919921875,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cinemateca Patria,Brașov,4.2,2422,Cinemas,2,Oricând,25.601198196411133,45.65797424316406,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cincinat Pavelescu,Brașov,4.8,2726,Cultural,2,Oricând,25.59218406677246,45.646121978759766,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Brașov Fortress,Brașov,4.1,2260,Fortifications,2,Oricând,25.591726303100586,45.64935302734375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Ștefan Octavian Iosif,Brașov,4.8,2566,Cultural,1,Oricând,25.592140197753906,45.64599609375,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Birthplace of Johannes Honter,Brașov,3.6,545,Historic architecture,1,Oricând,25.594318389892578,45.6422119140625,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Annunciation church in Brașov,Brașov,4.2,411,Religion,1,Oricând,25.591148376464844,45.647186279296875,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Biserica Greco-Catolică ""Sfântul Petru""",Brașov,4.9,329,Religion,1,Oricând,25.621150970458984,45.64982223510742,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cinematograful Modern,Brașov,4.9,537,Cinemas,1,Oricând,25.598054885864258,45.6578483581543,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Graffiti Street Art,Brașov,4.3,947,Cultural,2,Oricând,25.59178352355957,45.64449691772461,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Franciscan Church, Brașov",Brașov,3.9,824,Religion,3,Oricând,25.591819763183594,45.64427185058594,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Sfântul Ioan street,Brașov,3.6,2979,Religion,2,Oricând,25.591588973999023,45.64426040649414,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Brașov Lutheran cemetery,Brașov,4.2,1291,Cemeteries,3,Oricând,25.59000015258789,45.647499084472656,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Újvárosi református templom,Brașov,4.0,588,Religion,2,Oricând,25.622026443481445,45.64638137817383,Mic,City Break,"['turism', 'călătorie', 'explorare']"
"Jekelius house, Brașov",Brașov,4.0,2241,Historic architecture,1,Oricând,25.5916690826416,45.64305114746094,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Hanul Roșu,Brașov,4.0,1221,Historic architecture,1,Oricând,25.592609405517578,45.64149856567383,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Vămii gate in Brașov,Brașov,4.0,2394,Fortifications,1,Oricând,25.58970069885254,45.64569854736328,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Cinematograful Astra,Brașov,4.3,1266,Cinemas,2,Oricând,25.589014053344727,45.64714050292969,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Fântâna Rudolf,Brașov,4.0,68,Fountains,1,Oricând,25.58930206298828,45.64592742919922,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Transilvania University rectorate,Brașov,4.7,387,Historic architecture,2,Oricând,25.58907127380371,45.6452751159668,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Turnul Vânătorilor,Brașov,3.6,1544,Other,1,Oricând,25.592817306518555,45.640140533447266,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Saints Peter and Paul Catholic Church in Brașov,Brașov,4.1,2496,Religion,1,Oricând,25.589035034179688,45.644569396972656,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Ortodoxă Sfinții Petru și Pavel,Brașov,4.8,1225,Religion,2,Oricând,25.601316452026367,45.66078186035156,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Teatrul Liric,Brașov,4.6,2716,Cultural,1,Oricând,25.589977264404297,45.65433883666992,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Saint Martin's church in Brașov,Brașov,3.6,1446,Religion,1,Oricând,25.588510513305664,45.65180969238281,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Evanghelică Sf. Martin,Brașov,4.9,2232,Religion,3,Oricând,25.58847427368164,45.651756286621094,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Biserica Sfinții Arhangheli Mihail și Gavril,Brașov,4.4,1275,Religion,2,Oricând,25.62405014038086,45.64628982543945,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Opera Brașov,Brașov,4.3,1542,Cultural,2,Oricând,25.589990615844727,45.65461349487305,Mic,City Break,"['turism', 'călătorie', 'explorare']"
Centrul istoric (Cetatea),Brașov,5.0,2066,Historic,1,Oricând,25.591022491455078,45.64136505126953,Mic,Cultural,"['turism', 'călătorie', 'explorare']"
Catedrala Adormirea Maicii Domnului,Brașov,4.3,888,Religion,1,Oricând,25.5895938873291,45.64302062988281,Mic,City Break,"['turism', 'călătorie', 'explorare']"
