oras,denumire,latitudine,longitudine,categorie,rating_general,nr_recenzii,pret_categorie,sezon,tip_calatorie,durata_minima,cuvinte_cheie
Brasov,Ropers' Bastion,45.639671325683594,25.592666625976562,Fortifications,4.4,265,Mic,Rece,Circuit,5,"['fortificație', 'castel', 'cetate']"
Brasov,Biserica Română,45.65421676635742,25.589326858520508,Religion,3.5,364,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Galeria Metaxa Brașov,45.64116287231445,25.59086036682129,Cultural,4.6,1208,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Schobeln house,45.643638610839844,25.588878631591797,Historic architecture,4.7,225,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Brasov,Czeides house,45.6427116394043,25.589479446411133,Historic architecture,4.2,1946,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Brasov,Biserica Sfinții Constantin și Elena,45.63792037963867,25.616838455200195,Religion,3.7,266,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Brașov fortress,45.641998291015625,25.59000015258789,Fortifications,3.9,2302,Mic,Rece,City Break,1,"['fortificație', 'castel', 'cetate']"
Brasov,Dormition of the Theotokos church in Brașov,45.654380798339844,25.589309692382812,Religion,3.8,1659,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Orthodox synagogue in Brașov,45.63990020751953,25.591800689697266,Religion,3.7,2801,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Brasov,Cimitirul bisericii „Adormirea Maicii Domnului” (Brașovechi),45.6545524597168,25.589012145996094,Cemeteries,3.6,468,Mic,Oricând,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Brasov,Statuia Dorobanțului din Brașov,45.645599365234375,25.587400436401367,Historic,4.5,791,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Brasov,Gheorghe Barițiu,45.6457405090332,25.587257385253906,Cultural,3.9,1209,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Council House,45.642398834228516,25.588878631591797,Museums,4.0,160,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Brasov,County History Museum,45.642295837402344,25.588939666748047,Cultural,4.0,2519,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Brasov,Seuler house,45.642791748046875,25.58846092224121,Historic architecture,3.6,2391,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Oradea,Biserica Ortodoxă Militară,47.0445556640625,21.921634674072266,Religion,4.4,2849,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Wooden Church,47.04330062866211,21.919536590576172,Religion,4.3,2517,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,King Ferdinand I National Military Museum. Oradea Branch,47.046634674072266,21.923391342163086,Cultural,3.6,81,Mediu,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Muzeul Militar Național Regele Ferdinand I,47.04655075073242,21.92350196838379,Cultural,4.9,2297,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Wooden Church Militara,47.04734420776367,21.923372268676758,Religion,3.6,1940,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Oradea Zoological Garden,47.04963302612305,21.916553497314453,Cultural,4.6,2227,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Capela Catolică,47.0413703918457,21.91867446899414,Religion,4.3,2541,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Criș Land Museum,47.04933166503906,21.92355728149414,Cultural,4.5,1586,Mic,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Capela Ortodoxă,47.04024124145508,21.921077728271484,Religion,4.7,2516,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Eva Heyman,47.05039978027344,21.92563247680664,Historic,4.8,2789,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Oradea,The Rulikowski Municipal Cemetery,47.037906646728516,21.921449661254883,Cemeteries,4.6,1634,Mic,Rece,Relaxare,2,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Oradea,Biserica Sf. Sebastian,47.0546989440918,21.912670135498047,Religion,4.4,791,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,"St. Nicholas Cathedral, Oradea",47.05412673950195,21.927509307861328,Religion,3.8,1499,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Moon Church,47.0536994934082,21.929004669189453,Religion,4.4,590,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Greek-Catholic episcopal palace (Oradea),47.054786682128906,21.927555084228516,Palaces,4.9,1723,Mic,Cald,City Break,1,"['palat', 'monarhie', 'regal', 'eleganță', 'lux']"
Oradea,Biserica Baptistă Emanuel,47.0568962097168,21.9166316986084,Religion,4.0,173,Mic,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Palatul Moskovits Adolf si fii,47.054283142089844,21.92913246154785,Historic architecture,4.0,1958,Mic,Oricând,City Break,1,"['clădiri vechi', 'monumente istorice', 'istorie', 'patrimoniu']"
Oradea,Biserica Romano-Catolică,47.05269241333008,21.931379318237305,Religion,4.1,1107,Mediu,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Biserica reformată Orașul Nou,47.056583404541016,21.923494338989258,Religion,4.3,519,Mediu,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Arany János' statue,47.056724548339844,21.922962188720703,Cultural,3.8,2179,Mediu,Oricând,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Ferdinand I,47.054988861083984,21.928394317626953,Cultural,4.0,2444,Mic,Cald,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Orthodox synagogue,47.0522346496582,21.932540893554688,Religion,4.1,1570,Mic,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Talicskát toló torzó,47.0434455871582,21.935083389282227,Cultural,3.8,2400,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Arcadia,47.05420684814453,21.930191040039062,Cultural,4.9,444,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Muzeul Istoriei Evreilor din Oradea,47.057064056396484,21.92316436767578,Cultural,3.6,1669,Mic,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Taliga,47.04365921020508,21.935314178466797,Cultural,3.6,537,Mic,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Biserica Buna Vestire,47.057350158691406,21.92292022705078,Religion,4.8,153,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Palatul Vulturul Negru,47.0546760559082,21.93020248413086,Other,4.2,2874,Mediu,Rece,Relaxare,2,"['diverse', 'locație', 'interesant', 'explorare', 'necategorizat', 'activități diverse']"
Oradea,Biserica Sf. Ladislau,47.05552673339844,21.92878532409668,Religion,4.9,347,Mic,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,The Town Hall Tower,47.05624771118164,21.927600860595703,Other,4.5,2091,Mic,Cald,City Break,1,"['diverse', 'locație', 'interesant', 'explorare', 'necategorizat', 'activități diverse']"
Oradea,Capela Sf. Elisabeta,47.04376983642578,21.936063766479492,Religion,4.3,2990,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Cemetery Rulikowski,47.03694534301758,21.93138885498047,Cemeteries,3.8,205,Mediu,Rece,Circuit,5,"['cemetery', 'mormânt', 'istorie', 'cultură', 'spiritualitate']"
Oradea,Palatul Ullmann,47.05221176147461,21.9342098236084,Palaces,4.4,380,Mediu,Cald,Circuit,5,"['palat', 'monarhie', 'regal', 'eleganță', 'lux']"
Oradea,Biserica Evanghelică (lutherană),47.057098388671875,21.926509857177734,Religion,3.7,1274,Mic,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Palatul Füchsl,47.054222106933594,21.932340621948242,Palaces,4.2,2349,Mediu,Oricând,Relaxare,2,"['palat', 'monarhie', 'regal', 'eleganță', 'lux']"
Oradea,Biserica Evanghelică,47.05781936645508,21.92528533935547,Religion,4.9,2672,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Neologue synagogue,47.0549201965332,21.932401657104492,Religion,4.1,940,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Statue of the Unknown Soldier,47.053226470947266,21.93462371826172,Historic,3.6,2924,Mediu,Cald,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Oradea,Sala Florica Ungur,47.056697845458984,21.929676055908203,Cinemas,3.8,917,Mic,Oricând,Relaxare,2,"['cinema', 'film', 'sală de cinema', 'evenimente cinematografice']"
Oradea,Poynár House,47.05653762817383,21.930788040161133,Other,3.9,2371,Mic,Cald,Circuit,5,"['diverse', 'locație', 'interesant', 'explorare', 'necategorizat', 'activități diverse']"
Oradea,Biserica reformata Csillagváros,47.04502487182617,21.938488006591797,Religion,4.5,346,Mediu,Rece,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Rimanóczy-palota,47.056209564208984,21.93185043334961,Architecture,3.8,621,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,Biserica Sfinții Apostoli Petru și Pavel,47.053001403808594,21.900606155395508,Religion,4.7,2792,Mediu,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Statuia lui Szigligeti Ede,47.05707931518555,21.930744171142578,Cultural,4.3,809,Mic,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Darvas-La Roche House,47.05606460571289,21.932540893554688,Architecture,3.7,1414,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,Teatrul de Stat Oradea,47.05732727050781,21.930923461914062,Cultural,4.5,2546,Mic,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,"""Iosif Vulcan"" Memorial Museum",47.05600357055664,21.933456420898438,Historic,4.2,1849,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Oradea,Casa Adorján II,47.05772399902344,21.930824279785156,Architecture,3.9,515,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,Czárán Gyula (1847-1906),47.05588912963867,21.934284210205078,Cultural,4.7,1179,Mediu,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Casa Adorján I,47.05801010131836,21.93094253540039,Architecture,4.9,2184,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,A Holnap irodalmi társaság alapítói,47.05748748779297,21.932022094726562,Cultural,4.7,72,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Szacsvay Imre,47.05587387084961,21.934728622436523,Cultural,4.9,2346,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Mănăstirea ursulinelor,47.057682037353516,21.93212127685547,Religion,4.6,1684,Mediu,Cald,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Filarmonica de stat,47.05842590332031,21.930889129638672,Cultural,4.1,1225,Mic,Rece,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Biserica Sfânta Ana (Mănăstirea Ursulinelor),47.05772018432617,21.932310104370117,Religion,4.3,997,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,"""Aurel Lazar"" Memorial House",47.056610107421875,21.934221267700195,Historic,4.7,2605,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Oradea,Oradea,47.058170318603516,21.932390213012695,Urban environment,4.6,1419,Mic,Oricând,City Break,1,"['urban', 'oraș', 'străzi', 'viață urbană']"
Oradea,Catedrala Episcopală Oradea,47.052276611328125,21.93953514099121,Religion,3.7,1128,Mic,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Biserica reformată Olosig,47.056434631347656,21.93637466430664,Religion,4.9,1587,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Oradea Orthodox Bishopric Museum Collection,47.05878448486328,21.93317985534668,Cultural,5.0,1262,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Cazarma Hussarilor,47.06206130981445,21.922571182250977,Architecture,4.2,2128,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,"""Ady Endre"" Memorial Museum",47.05793380737305,21.935142517089844,Cultural,3.7,1186,Mediu,Cald,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Ady Endre,47.05776596069336,21.935495376586914,Urban environment,4.5,144,Mediu,Rece,City Break,1,"['urban', 'oraș', 'străzi', 'viață urbană']"
Oradea,Biserica mănăstirii premonstratense Maica Îndurerată,47.06008529663086,21.931547164916992,Religion,4.6,1662,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Palatul Stern,47.058982849121094,21.934350967407227,Architecture,3.6,495,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,Biserica Romano-Catolică Sfânta Tereza,47.05862045288086,21.901601791381836,Religion,3.6,985,Mic,Rece,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,History Museum of Oradea Citadel,47.05147171020508,21.9421443939209,Cultural,4.2,2648,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Oradea,Szigligeti Ede - loc de naștere,47.06155776977539,21.928836822509766,Architecture,3.9,1285,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,Palatul Moskovits Miksa,47.058860778808594,21.935041427612305,Architecture,4.3,2303,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,Oradea Fortress,47.05160140991211,21.942461013793945,Fortifications,4.6,873,Mediu,Cald,Relaxare,2,"['fortificație', 'castel', 'cetate']"
Oradea,Palatul Apollo,47.05927276611328,21.93474578857422,Architecture,4.1,2533,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,Biserica Seminarului Greco-Catolic din Oradea,47.05611038208008,21.9395694732666,Religion,4.4,2505,Mediu,Cald,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Archeology Site,47.052345275878906,21.942853927612305,Historic,3.5,757,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Oradea,Fortress Walls,47.05097198486328,21.943584442138672,Architecture,4.6,2204,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Oradea,Biserica Seminatului,47.056583404541016,21.939481735229492,Religion,3.7,240,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Church in Oradea fortress,47.05160140991211,21.943344116210938,Religion,3.7,1637,Mic,Oricând,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Oradea,Biserica catolică,47.05157470703125,21.94340705871582,Religion,3.7,2126,Mediu,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Sibiu,The White Lamb old inn,45.79953384399414,24.150196075439453,Architecture,4.4,2449,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Ruins of the Dragons Guard Building Complex,45.799591064453125,24.150686264038086,Architecture,3.7,658,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Biserica Creștină după Evanghelie Betel,45.80038070678711,24.14872932434082,Religion,4.6,1751,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Sibiu,Azilul-spital medieval (1292),45.798667907714844,24.15006446838379,Architecture,4.9,1963,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Biserica Baptistă,45.80109405517578,24.15118980407715,Religion,4.8,1866,Mic,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Sibiu,Casa Brucken (1884),45.800662994384766,24.147964477539062,Other,4.4,1597,Mic,Cald,Circuit,5,"['diverse', 'locație', 'interesant', 'explorare', 'necategorizat', 'activități diverse']"
Sibiu,Fostul han Zur Ungarische Krone,45.798423767089844,24.15015983581543,Architecture,4.8,2220,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Biserica Azilului (1292),45.79840850830078,24.149816513061523,Religion,3.9,1906,Mediu,Rece,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Sibiu,Muzeul Emil Sigerus - Casa Artelor - Hala Măcelarilor,45.79847717285156,24.151220321655273,Architecture,4.2,1738,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Liars Bridge,45.79832077026367,24.15079689025879,Bridges,4.4,2935,Mediu,Rece,Circuit,5,"['pod', 'construcție', 'istoric']"
Sibiu,"""Emil Sigerus"" Museum of Saxon Ethnography and Folk Art",45.79838562011719,24.15107536315918,Cultural,4.9,1913,Mediu,Oricând,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Sibiu,Liar's Bridge,45.79827880859375,24.15074920654297,Bridges,4.6,1848,Mic,Rece,City Break,1,"['pod', 'construcție', 'istoric']"
Sibiu,Casa Kelu (1465),45.79864501953125,24.151771545410156,Architecture,4.0,1163,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Ruin of Bürger (Ocnei) City Gate,45.80182647705078,24.150447845458984,Architecture,3.9,1880,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Stadtpfarrhaus,45.79814529418945,24.1500244140625,Architecture,4.6,1797,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Piața Huet (1677),45.79814910888672,24.150230407714844,Architecture,4.0,765,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Turnul Pielarilor (sec XV),45.80075454711914,24.14740562438965,Architecture,4.8,2852,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Turnul cu Pulbere (sec XVI),45.801944732666016,24.14961051940918,Architecture,4.8,2368,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Turnul Scărilor (sec. XIII),45.798011779785156,24.149682998657227,Architecture,4.0,2613,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Casa calfelor,45.7979736328125,24.149669647216797,Architecture,4.4,1099,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Stâlpul Calfelor,45.797943115234375,24.149686813354492,Historic,3.7,2407,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Sibiu,Belle Histoire,45.798248291015625,24.148412704467773,Architecture,4.1,1360,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Goldsmiths Guild House,45.798519134521484,24.152217864990234,Architecture,4.9,2365,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Lutheran Cathedral of Saint Mary,45.797767639160156,24.150081634521484,Religion,4.9,768,Mediu,Cald,Relaxare,2,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Sibiu,Rotunda Ruin,45.797821044921875,24.15074920654297,Historic,4.5,2160,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Sibiu,Casa Harlev (1809),45.80207443237305,24.151283264160156,Architecture,4.5,772,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,History of Pharmacy Exhibition,45.79826736450195,24.15210723876953,Cultural,3.7,2091,Mediu,Cald,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Sibiu,ASTRA National Museum Complex,45.7976188659668,24.150976181030273,National museums,4.1,526,Mediu,Oricând,City Break,1,"['muzeu', 'expoziție', 'artă', 'istorie', 'cultură']"
Sibiu,Episcop Georg Daniel Teutsch,45.79750061035156,24.15007209777832,Historic,4.7,1221,Mic,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Sibiu,"""ASTRA"" Museum of Transylvanian Civilisation",45.797603607177734,24.151107788085938,Cultural,3.8,1292,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Sibiu,"""Franz Binder"" World Ethnography Museum",45.79755401611328,24.151052474975586,Cultural,4.8,948,Mic,Rece,Relaxare,2,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Sibiu,The First Town Hall (1324-1470),45.79784393310547,24.152006149291992,Other,3.8,2456,Mediu,Cald,Relaxare,2,"['diverse', 'locație', 'interesant', 'explorare', 'necategorizat', 'activități diverse']"
Sibiu,Pasajul Scărilor,45.7974739074707,24.149267196655273,Cultural,4.8,1985,Mediu,Rece,City Break,1,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Sibiu,Biserica Adventistă,45.802223205566406,24.15192222595215,Religion,4.4,395,Mediu,Oricând,Circuit,5,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Sibiu,Samuel von Brukenthal College,45.79729080200195,24.149682998657227,Architecture,4.9,998,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Saint Ladislaus Chapel Ruin,45.797279357910156,24.150178909301758,Architecture,4.8,1642,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,History,45.79816436767578,24.152935028076172,Architecture,4.2,624,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Council Tower of Sibiu,45.797611236572266,24.152132034301758,Architecture,4.5,1340,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Turnul de Poartă (sec. XIV),45.79717254638672,24.149381637573242,Fortifications,3.7,2565,Mic,Cald,City Break,1,"['fortificație', 'castel', 'cetate']"
Sibiu,Orașul Vechi,45.797176361083984,24.150711059570312,Other,4.6,1136,Mediu,Rece,City Break,1,"['diverse', 'locație', 'interesant', 'explorare', 'necategorizat', 'activități diverse']"
Sibiu,Statuia Sf. Nepomuk,45.79731369018555,24.151750564575195,Historic,4.3,742,Mic,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Sibiu,Altemberger House History Museum,45.796974182128906,24.14958953857422,Cultural,4.4,2598,Mediu,Oricând,Circuit,5,"['cultură', 'arte', 'expoziție', 'festival', 'evenimente culturale', 'muzică', 'dans']"
Sibiu,Tickets,45.79696273803711,24.149505615234375,Other,3.5,2505,Mic,Oricând,Relaxare,2,"['diverse', 'locație', 'interesant', 'explorare', 'necategorizat', 'activități diverse']"
Sibiu,Casa Altemberger - Muzeul de Istorie,45.79693603515625,24.149539947509766,Fortifications,4.8,450,Mediu,Cald,Relaxare,2,"['fortificație', 'castel', 'cetate']"
Sibiu,Loggia Altemberger,45.7969970703125,24.14898109436035,Historic,3.8,715,Mediu,Rece,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Sibiu,Jesuit Church,45.79706954956055,24.151399612426758,Religion,4.9,851,Mediu,Oricând,City Break,1,"['religios', 'spiritual', 'biserică', 'mănăstire', 'credință']"
Sibiu,Sibiu City Hall,45.79691696166992,24.15073585510254,Architecture,4.2,1032,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Statuia lui Gheorghe Lazăr,45.797183990478516,24.152183532714844,Historic,4.3,129,Mediu,Oricând,Circuit,5,"['istoric', 'cultură', 'evenimente istorice', 'istorie']"
Sibiu,Altemberger tower house,45.796783447265625,24.14900016784668,Architecture,3.9,1573,Mediu,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Böbel Hose (14th century),45.79814147949219,24.153905868530273,Other,4.4,431,Mediu,Oricând,Circuit,5,"['diverse', 'locație', 'interesant', 'explorare', 'necategorizat', 'activități diverse']"
Sibiu,Mövert House,45.796539306640625,24.15013885498047,Architecture,5.0,1758,Mic,Oricând,City Break,1,"['arhitectură', 'design', 'clădiri', 'structuri', 'construcții']"
Sibiu,Grand Square,45.796775817871094,24.151824951171875,Squares,3.7,2352,Mic,Rece,Relaxare,2,"['locație', 'descoperire', 'activități diverse']"
